member_id,account_age_days,kyc_completeness,avg_contribution,contribution_count,contribution_consistency,num_payment_methods,device_changes_30d,failed_login_attempts_30d,withdrawal_to_deposit_ratio,referral_count,days_since_last_activity,velocity_score,is_high_risk
2688,1129,1.0,43815.33,9,0.967,3,0,0,0.027,0,192,0.555,0
2689,1276,1.0,142216.56,8,0.795,2,0,0,0.486,1,169,0.348,0
2690,1964,1.0,41102.11,8,1.0,1,0,0,0.244,1,237,0.934,0
2691,1459,1.0,33139.59,8,0.491,3,0,0,0.0,1,222,0.072,0
2692,1214,1.0,87376.13,7,0.392,2,0,0,0.062,0,58,0.642,0
2693,1820,0.75,141605.49,14,0.463,3,2,0,0.481,4,175,0.258,0
2694,850,1.0,126653.69,10,0.891,3,1,0,0.45,3,275,0.836,0
2695,1869,1.0,8803.99,10,0.99,1,1,0,0.981,0,382,0.297,0
2696,740,1.0,105264.51,9,0.964,3,1,1,0.336,1,248,0.668,0
2697,256,1.0,31853.08,7,0.861,3,0,1,0.0,2,376,0.348,0
2698,835,0.75,37896.48,7,1.0,3,0,1,0.045,1,117,1.0,1
2699,258,1.0,31323.63,11,0.629,1,0,0,0.178,0,52,0.456,0
2700,237,1.0,25590.13,5,0.353,3,0,0,0.215,1,390,0.4,0
2701,1762,0.75,35281.58,14,0.427,1,1,0,0.206,1,123,0.483,0
2702,1589,0.75,18267.18,12,0.459,1,0,1,0.368,2,95,0.573,0
2703,443,0.75,105689.09,8,0.363,2,0,0,0.661,1,37,0.801,0
2704,1675,1.0,69529.63,9,0.478,2,0,0,0.385,0,147,0.768,1
2705,138,0.75,50077.86,7,0.565,3,0,0,0.0,0,109,0.0,0
2706,569,0.5,31313.11,7,0.871,1,0,0,0.377,0,194,0.332,0
2707,1412,0.5,27020.09,7,0.809,3,0,0,0.0,1,14,0.243,1
2708,608,1.0,58242.85,6,1.0,2,1,0,0.12,2,374,0.59,0
2709,1461,0.5,51305.57,5,0.502,3,2,1,0.72,0,188,0.255,0
2710,1748,0.5,91602.99,7,0.825,1,1,2,0.0,4,141,0.9,1
2711,133,1.0,27394.18,10,1.0,1,0,0,0.772,1,352,0.188,0
2712,48,0.75,25286.42,11,0.648,2,1,0,0.413,2,229,0.03,0
2713,1880,1.0,67513.49,5,0.661,2,1,1,0.363,0,349,0.445,0
2714,1041,1.0,77752.13,7,1.0,2,0,0,0.0,2,122,0.589,0
2715,1013,1.0,184198.89,13,0.679,1,1,1,0.3,1,130,0.152,0
2716,927,1.0,8342.7,15,1.0,3,2,1,0.154,1,40,0.717,1
2717,867,1.0,109642.83,7,0.454,1,2,0,0.061,0,1,0.242,0
2718,1380,0.5,47013.94,8,1.0,1,1,0,0.246,0,149,0.312,1
2719,1159,0.75,28697.05,13,1.0,1,0,0,0.867,0,319,0.429,0
2720,327,0.75,58797.87,5,0.559,3,0,0,0.475,3,327,0.256,0
2721,1253,0.75,57342.36,7,0.688,3,1,0,0.223,0,388,0.89,1
2722,1336,1.0,29377.53,10,0.502,1,1,0,0.371,0,154,0.074,0
2723,228,0.5,9039.49,11,0.651,1,1,0,0.17,1,220,0.028,0
2724,754,0.75,109899.29,6,0.437,2,1,1,0.454,1,235,0.217,0
2725,1581,1.0,23466.09,9,0.394,2,1,0,0.0,2,360,0.111,1
2726,1237,1.0,20502.3,3,0.499,3,0,0,0.492,1,288,0.001,0
2727,273,0.75,25406.48,5,0.957,3,0,0,0.0,0,168,0.463,0
2728,81,0.5,75118.28,11,0.378,3,1,0,0.206,2,211,0.105,0
2729,1162,0.75,32309.55,4,1.0,3,2,0,0.555,1,396,0.365,0
2730,923,0.75,25821.88,15,0.933,2,2,0,0.732,0,118,0.276,0
2731,1922,1.0,56028.46,11,1.0,3,0,0,0.0,0,46,0.742,0
2732,1044,1.0,50419.2,16,0.819,1,1,0,0.0,5,396,0.084,0
2733,1863,1.0,26293.85,14,1.0,2,0,0,0.283,0,395,0.508,0
2734,429,1.0,8859.64,7,0.463,1,0,0,0.461,2,107,0.384,0
2735,895,1.0,73953.73,8,1.0,3,2,1,0.128,2,205,0.229,0
2736,280,1.0,51112.38,6,1.0,3,1,0,0.275,0,69,0.374,0
2737,1148,0.75,6055.43,7,0.697,3,2,0,0.291,0,351,0.5,1
2738,377,0.75,120580.96,9,0.739,1,1,1,0.265,0,310,0.019,0
2739,985,1.0,5759.52,6,0.566,3,0,1,0.278,0,53,0.442,0
2740,688,1.0,21892.97,9,0.763,1,0,0,0.296,1,0,0.405,0
2741,372,0.75,23127.12,8,0.787,1,0,0,0.701,0,384,0.603,0
2742,194,0.75,26614.08,8,0.277,2,0,0,0.242,1,191,0.508,1
2743,1024,0.75,25908.57,12,0.872,3,1,0,0.612,2,84,0.811,0
2744,1894,0.75,14075.94,12,0.972,1,1,1,0.284,0,148,0.677,0
2745,398,1.0,47583.88,10,0.574,1,0,2,0.12,0,121,0.344,0
2746,810,1.0,82630.7,7,0.665,3,0,1,0.23,0,103,0.75,0
2747,449,1.0,47108.62,8,0.92,3,1,1,0.0,0,327,0.45,0
2748,1618,0.75,53183.86,13,0.564,2,0,0,0.024,0,181,0.667,0
2749,830,0.75,32899.35,12,0.899,2,0,0,0.114,0,67,0.383,0
2750,1948,1.0,45761.29,10,0.807,3,0,0,0.331,1,202,0.496,0
2751,491,1.0,56098.54,10,1.0,2,1,0,0.709,0,344,0.0,0
2752,162,0.5,69556.4,5,0.724,2,1,2,0.209,1,169,0.452,0
2753,1165,0.75,24207.59,7,0.643,1,0,0,0.038,2,285,0.549,0
2754,1303,1.0,21634.15,13,0.799,3,0,0,0.51,1,364,0.551,0
2755,1981,1.0,3810.54,10,0.773,2,0,0,0.346,1,237,0.0,0
2756,1742,1.0,144207.1,5,1.0,3,1,0,0.59,3,392,0.306,0
2757,1768,1.0,138239.93,10,1.0,1,0,0,0.543,1,245,0.201,0
2758,1268,1.0,40081.28,10,0.604,2,1,0,0.441,1,28,0.389,0
2759,720,1.0,41817.54,6,0.712,2,1,0,0.389,3,274,0.0,0
2760,858,0.75,114868.28,11,0.611,1,1,0,0.544,0,349,0.217,0
2761,268,1.0,14501.86,9,0.576,3,1,0,0.526,1,141,0.419,0
2762,862,1.0,19762.49,7,0.098,1,0,0,0.537,1,220,0.283,0
2763,729,0.75,119633.75,12,1.0,1,0,0,0.531,0,125,0.821,0
2764,72,1.0,32630.3,9,0.616,3,1,0,0.283,1,182,0.307,0
2765,409,1.0,17391.3,6,0.661,1,0,1,0.098,3,194,0.381,0
2766,1069,0.5,58466.15,4,1.0,2,1,0,0.307,0,300,0.0,0
2767,739,0.75,24328.08,8,0.622,1,0,0,0.199,1,254,0.148,0
2768,1987,1.0,106156.72,11,0.713,1,0,0,0.068,1,292,0.609,0
2769,957,1.0,45482.48,12,0.803,3,0,1,0.699,1,170,0.249,0
2770,1917,1.0,25150.49,10,0.818,2,0,1,0.297,2,324,0.37,0
2771,1321,1.0,26311.73,7,0.626,3,0,1,0.037,5,74,0.263,0
2772,81,1.0,56477.32,8,0.975,3,0,1,0.635,2,41,0.57,0
2773,407,1.0,35842.38,11,0.782,3,0,0,0.329,1,108,0.099,0
2774,1411,1.0,32234.77,8,0.772,3,0,0,0.549,0,21,0.251,0
2775,1090,1.0,71425.23,5,0.615,2,0,0,0.208,1,88,0.505,0
2776,604,1.0,115927.63,4,0.724,1,1,0,0.449,1,276,0.316,0
2777,1044,1.0,64618.72,11,0.945,3,0,0,0.46,3,133,0.0,0
2778,1806,1.0,22737.45,10,0.946,2,0,0,0.326,0,260,0.377,0
2779,778,0.75,16441.23,8,0.664,1,3,1,0.143,0,27,0.0,0
2780,91,1.0,68552.63,9,0.595,3,0,1,0.4,1,336,0.382,0
2781,622,1.0,64528.56,16,0.926,3,0,0,0.45,1,248,0.608,0
2782,1871,0.75,30420.28,7,0.81,3,1,0,0.0,1,332,0.246,0
2783,1523,1.0,36388.6,10,0.925,2,2,0,0.905,2,296,0.648,0
2784,1675,1.0,23859.25,12,0.556,2,0,0,0.707,0,191,0.562,0
2785,1823,0.75,16799.18,7,0.746,1,2,0,0.337,4,183,0.602,0
2786,235,0.75,25549.96,10,0.926,3,0,0,0.513,2,143,0.0,0
2787,566,1.0,2625.45,8,0.608,3,1,0,0.296,1,194,0.324,0
2788,120,1.0,93085.93,11,1.0,3,0,0,0.142,2,190,0.552,0
2789,10,0.75,12253.47,7,1.0,2,0,0,0.538,1,128,0.256,0
2790,1669,1.0,40732.21,6,0.709,2,1,0,0.096,3,93,0.0,0
2791,1873,0.75,4681.31,8,0.711,1,0,0,0.393,4,49,0.643,1
2792,312,1.0,63014.52,11,0.814,2,0,2,0.135,1,68,0.619,1
2793,1444,1.0,76779.37,7,0.784,2,0,0,0.09,1,66,0.729,0
2794,1070,1.0,43563.52,6,0.993,3,0,0,0.337,0,322,0.0,0
2795,139,1.0,38914.55,4,0.574,3,0,1,0.561,1,195,0.338,0
2796,1831,1.0,23779.11,9,0.576,3,0,1,0.365,2,79,0.28,0
2797,1742,1.0,91538.07,9,0.804,1,0,1,0.316,0,358,0.14,0
2798,1135,0.75,9775.37,13,0.849,1,0,0,0.0,1,81,0.431,0
2799,1416,0.75,28833.12,7,0.743,3,1,0,0.25,2,72,0.467,0
2800,795,0.5,21461.28,8,0.929,2,1,1,0.0,0,45,0.318,0
2801,1585,1.0,20816.48,7,1.0,3,1,1,0.314,1,167,0.8,0
2802,890,1.0,89906.97,7,0.899,2,2,0,0.299,1,108,0.0,0
2803,1978,1.0,37085.53,6,0.824,1,0,0,0.285,4,394,0.498,0
2804,127,0.75,23620.94,6,0.707,3,2,0,0.292,1,11,0.062,0
2805,345,0.5,52332.93,10,0.765,3,0,2,0.426,0,196,0.418,1
2806,1937,1.0,49217.73,7,0.477,2,2,0,0.442,0,48,0.5,1
2807,578,1.0,75824.56,12,0.512,1,0,0,0.385,1,190,0.721,0
2808,621,0.75,56529.34,11,1.0,1,2,0,0.542,1,206,0.319,0
2809,1582,0.75,38417.89,3,1.0,3,0,0,0.0,2,58,0.432,0
2810,379,0.75,40488.18,14,0.477,1,0,0,0.049,3,345,0.0,0
2811,1027,1.0,54748.86,5,0.859,2,2,1,0.41,0,389,0.679,1
2812,572,0.75,18680.65,12,0.445,3,0,0,0.301,2,386,0.54,0
2813,396,0.75,48466.27,11,1.0,2,0,0,0.085,1,362,0.433,0
2814,1928,1.0,114172.34,15,0.747,2,1,0,0.409,1,119,0.433,0
2815,400,0.75,43590.74,5,1.0,2,1,0,0.484,1,174,0.229,0
2816,189,1.0,31075.69,7,0.623,1,1,1,0.111,2,158,0.279,1
2817,1348,0.5,30755.98,5,0.648,1,2,0,0.139,2,60,0.211,0
2818,1734,1.0,53133.27,6,0.83,2,0,1,0.0,3,88,0.172,0
2819,255,1.0,46522.85,10,0.931,2,0,0,0.275,0,253,0.44,0
2820,1415,0.75,65120.97,5,0.912,1,1,1,0.289,1,196,0.749,0
2821,1082,0.5,24923.46,10,0.945,3,1,1,0.035,0,28,0.279,0
2822,1660,1.0,35458.84,8,0.705,1,0,0,0.17,0,258,0.429,0
2823,254,1.0,72831.2,12,0.947,1,0,1,0.287,1,378,0.352,0
2824,1951,0.5,76850.67,9,1.0,2,0,0,0.53,0,335,0.348,0
2825,1238,0.75,77272.33,6,0.91,3,0,0,0.204,1,145,0.325,1
2826,1684,0.75,67580.81,11,0.586,3,2,0,0.074,0,110,0.791,0
2827,724,1.0,69189.65,7,0.835,1,0,0,0.67,1,284,0.373,1
2828,1886,1.0,48402.28,5,0.358,3,0,0,0.473,1,343,0.623,0
2829,1253,1.0,11801.32,6,0.89,2,1,0,0.0,1,230,0.386,0
2830,254,0.75,12960.6,15,0.417,1,0,0,0.478,2,257,0.829,1
2831,1845,1.0,42963.17,6,0.894,2,1,0,0.169,1,183,0.722,0
2832,1591,1.0,44388.28,7,0.742,3,0,0,0.556,0,356,0.6,0
2833,601,0.75,20405.52,9,0.951,2,0,0,0.196,1,150,0.579,0
2834,1091,0.75,21549.71,6,0.76,3,0,0,0.0,0,95,0.557,0
2835,776,1.0,38232.19,9,1.0,3,1,1,0.157,1,5,0.279,0
2836,1087,1.0,158308.23,9,0.864,1,0,0,0.08,0,131,0.462,0
2837,1930,1.0,17287.53,9,0.97,2,0,0,0.134,0,31,0.985,0
2838,1797,1.0,29807.27,10,0.673,1,1,0,0.0,2,7,0.508,0
2839,431,1.0,75739.93,10,0.663,2,0,0,0.27,1,203,0.25,0
2840,1943,0.75,66513.76,10,0.471,3,0,0,0.0,0,191,0.034,0
2841,876,0.75,51167.52,11,0.522,2,2,0,0.268,0,135,0.279,0
2842,1409,0.5,7110.51,7,0.769,2,0,1,0.0,2,150,0.111,0
2843,1528,1.0,33939.81,4,0.763,2,2,0,0.026,1,205,0.492,0
2844,966,1.0,130805.97,3,0.83,2,0,0,0.437,1,379,0.058,0
2845,913,0.75,20932.52,15,0.612,3,0,0,0.475,0,76,0.024,0
2846,913,0.5,20237.97,10,0.784,2,0,0,0.101,4,313,0.448,0
2847,1725,1.0,110797.03,14,1.0,1,0,0,0.436,3,26,0.019,0
2848,773,1.0,38170.68,9,0.837,3,1,1,0.0,2,374,0.449,1
2849,560,1.0,7735.84,9,0.758,3,0,0,0.544,0,135,0.798,0
2850,723,0.75,15344.85,6,0.807,1,0,0,0.594,0,308,0.5,0
2851,390,1.0,25461.13,13,0.999,2,0,0,0.247,4,242,0.575,0
2852,783,1.0,49379.58,7,0.785,2,1,1,0.19,1,133,0.549,0
2853,229,1.0,34967.05,14,0.646,2,0,0,0.0,0,97,0.0,0
2854,180,1.0,19449.64,9,0.648,1,1,0,0.285,1,231,0.0,0
2855,1447,1.0,35359.65,7,0.641,1,0,0,0.465,2,50,0.51,1
2856,155,1.0,20919.57,7,0.636,1,1,0,0.391,3,273,0.569,0
2857,1136,1.0,135896.9,9,0.908,2,1,0,0.337,2,19,0.515,0
2858,1559,1.0,14570.08,8,1.0,3,2,0,0.0,3,296,0.474,0
2859,1449,1.0,28215.83,5,0.668,1,1,1,0.332,2,288,0.228,0
2860,892,1.0,25016.58,7,0.57,2,0,0,0.084,1,278,0.498,0
2861,388,1.0,25360.42,11,0.496,3,0,0,0.655,0,358,0.621,0
2862,1861,0.5,16147.97,9,1.0,3,0,0,0.45,1,58,0.278,0
2863,1670,0.75,105152.6,8,0.943,3,0,0,0.367,1,106,0.197,0
2864,1224,1.0,166379.86,7,0.614,2,0,1,0.31,3,155,0.058,0
2865,174,1.0,53885.55,10,0.778,2,2,1,0.063,0,366,0.07,0
2866,71,1.0,50525.46,9,1.0,2,0,0,0.096,2,14,0.292,0
2867,631,1.0,9416.05,8,0.737,1,1,0,0.778,0,68,0.443,1
2868,315,1.0,103423.99,9,0.923,1,0,0,0.076,2,121,0.749,0
2869,1720,1.0,20904.3,3,0.719,2,1,0,0.304,0,141,0.25,1
2870,412,0.75,8313.46,11,0.691,3,1,0,0.325,1,308,0.097,0
2871,566,0.75,61082.68,13,0.22,2,0,1,0.3,0,80,0.465,0
2872,1951,1.0,85337.81,14,0.669,2,2,0,0.345,4,146,0.264,0
2873,1636,0.5,102726.86,5,0.643,2,0,0,0.767,1,147,0.707,1
2874,438,1.0,28512.0,4,0.854,3,0,1,0.336,0,19,0.58,0
2875,767,1.0,25859.57,14,0.8,2,0,0,0.424,3,181,0.542,0
2876,1031,1.0,47574.47,8,0.79,2,0,0,0.224,0,395,0.05,0
2877,1328,0.75,34974.52,7,0.941,3,0,0,0.251,0,120,0.247,0
2878,1872,1.0,61954.4,7,0.283,1,1,0,0.417,3,74,0.652,0
2879,1742,0.75,47950.43,8,0.74,1,1,0,0.651,0,103,0.341,1
2880,1954,1.0,19440.46,9,0.516,2,1,0,0.622,3,130,0.0,0
2881,82,0.75,104998.59,6,0.5,3,2,0,0.0,1,139,0.816,0
2882,473,1.0,62221.99,9,0.692,3,1,0,0.0,0,29,0.321,0
2883,1126,1.0,83968.67,13,0.754,2,1,0,0.819,2,381,0.477,0
2884,99,0.75,19741.68,10,0.85,1,0,1,0.167,2,350,0.503,0
2885,711,0.75,60948.09,10,0.837,3,0,1,0.204,0,51,0.367,0
2886,308,1.0,73220.93,10,0.585,1,0,1,0.155,1,129,0.696,0
2887,1865,0.5,46567.94,9,0.711,1,0,0,0.0,1,186,0.358,0
2888,127,0.75,15982.47,7,1.0,2,1,0,0.107,0,100,0.319,0
2889,297,1.0,43370.69,4,1.0,3,0,0,0.164,2,288,1.0,0
2890,391,1.0,68431.04,10,0.689,2,0,1,0.175,0,322,0.0,0
2891,298,1.0,87936.31,14,0.769,2,0,0,0.055,1,94,0.44,0
2892,1137,1.0,10278.09,6,0.571,1,0,0,0.529,4,225,0.495,0
2893,729,1.0,45880.1,12,0.955,3,0,1,0.277,2,101,0.553,0
2894,1824,1.0,12730.35,6,1.0,1,1,0,0.337,1,371,0.888,0
2895,522,1.0,69062.06,13,0.643,2,0,0,0.323,2,118,0.435,0
2896,1074,1.0,81999.8,9,0.985,1,2,1,0.169,4,303,0.124,0
2897,1320,0.75,18180.21,6,0.897,2,2,1,0.123,1,236,0.462,0
2898,1252,0.75,15263.77,7,0.716,2,0,1,0.0,0,90,0.387,0
2899,1592,1.0,24843.69,10,0.611,3,0,1,0.481,1,5,0.694,1
2900,404,0.5,35991.89,9,1.0,3,1,1,0.263,1,100,0.576,0
2901,1015,1.0,22164.52,9,0.903,3,0,0,0.607,1,388,0.349,0
2902,1601,0.75,73410.48,6,0.942,2,0,1,0.394,2,195,0.284,0
2903,1726,1.0,88247.51,10,0.708,2,0,0,0.695,4,252,0.501,0
2904,1235,0.75,44464.22,8,0.762,2,1,0,0.204,1,220,0.469,0
2905,1304,1.0,22797.93,7,0.507,1,0,0,0.057,3,174,0.002,0
2906,1728,1.0,34986.01,10,0.902,1,1,0,0.765,2,189,0.048,0
2907,1250,1.0,44455.52,9,0.675,1,0,0,0.588,0,106,0.518,1
2908,1897,0.75,33806.46,8,0.545,3,1,0,0.0,0,214,0.155,0
2909,256,0.75,38438.42,6,0.579,3,1,1,0.415,1,163,0.053,0
2910,696,1.0,83501.78,9,1.0,3,0,1,0.477,0,397,0.479,1
2911,225,0.75,21570.73,5,0.691,1,2,0,0.244,2,153,0.098,0
2912,182,1.0,143352.52,6,0.824,3,0,0,0.0,0,166,0.331,0
2913,944,0.75,45450.56,7,0.511,1,1,0,0.254,0,254,0.585,1
2914,452,0.75,32404.78,8,0.712,2,2,0,0.348,0,159,0.109,0
2915,814,1.0,21121.28,10,0.476,2,0,0,0.124,0,165,0.53,0
2916,876,1.0,22706.57,6,0.824,3,0,0,0.48,0,313,0.599,0
2917,1242,0.5,41372.82,12,0.568,2,0,0,0.0,1,144,0.143,0
2918,1891,1.0,45214.93,8,0.91,2,1,0,0.344,0,351,0.776,0
2919,1698,0.75,31504.45,11,0.392,3,0,0,0.785,2,44,0.203,0
2920,757,1.0,12632.58,6,0.624,2,0,1,0.45,3,119,0.476,0
2921,651,1.0,41378.4,9,0.985,3,0,1,0.661,2,107,0.134,0
2922,1541,1.0,23063.25,11,1.0,1,0,0,0.266,1,351,0.193,0
2923,248,1.0,7702.87,10,0.751,3,0,0,0.352,0,228,0.759,1
2924,1081,0.5,63657.3,11,0.672,1,0,1,0.192,1,339,0.826,0
2925,846,1.0,9008.66,13,0.773,2,1,0,0.2,0,126,0.632,0
2926,366,1.0,30439.49,7,1.0,2,0,0,0.427,0,113,0.275,0
2927,1233,1.0,37643.57,7,0.696,1,2,0,0.066,1,324,0.137,0
2928,642,1.0,96389.8,7,0.751,2,0,2,0.508,3,97,0.0,0
2929,372,1.0,8148.63,16,0.539,1,0,0,0.422,2,67,0.445,0
2930,1306,1.0,68520.27,11,0.614,1,0,0,0.0,1,279,0.0,0
2931,349,1.0,76080.49,5,0.838,3,0,0,0.542,3,338,0.305,0
2932,1346,1.0,116242.31,7,0.929,2,1,1,0.827,0,293,0.518,0
2933,325,1.0,86148.81,17,0.81,3,0,0,0.522,1,9,0.159,0
2934,870,1.0,38599.62,9,0.916,3,0,0,0.0,1,290,0.372,0
2935,1616,1.0,70650.99,10,0.55,3,0,0,0.894,4,119,0.276,0
2936,458,0.5,99547.71,6,0.53,2,0,0,0.0,0,13,0.514,0
2937,1535,1.0,6042.94,11,0.909,2,1,0,0.0,0,399,0.392,1
2938,1444,0.75,12524.9,13,0.655,3,0,0,0.0,4,276,0.222,0
2939,1805,1.0,48679.6,6,0.515,3,2,1,0.231,2,348,0.05,1
2940,338,0.75,75484.88,10,0.791,3,0,0,0.0,0,377,0.88,0
2941,1430,0.75,62053.48,8,0.767,2,0,0,0.0,0,271,0.232,0
2942,1873,1.0,51903.1,9,0.712,1,0,0,0.125,0,142,0.169,0
2943,1526,1.0,115154.13,6,1.0,1,0,1,0.116,0,89,0.691,0
2944,376,1.0,31455.72,8,1.0,3,1,0,0.222,1,59,0.358,0
2945,1644,1.0,22264.31,8,0.942,3,0,0,0.416,0,264,0.632,0
2946,215,0.75,26824.92,7,0.836,1,0,0,0.664,2,246,0.395,0
2947,1178,1.0,49427.28,6,1.0,2,1,0,0.289,0,396,0.457,0
2948,995,1.0,37502.32,10,0.782,3,0,1,0.408,1,67,0.516,0
2949,1062,1.0,78422.53,7,0.711,3,0,1,0.223,0,392,0.384,0
2950,1039,1.0,23333.28,12,0.633,2,3,0,0.587,0,86,0.144,1
2951,63,0.5,54143.74,11,0.594,3,0,0,0.676,0,188,0.283,0
2952,1016,1.0,70822.73,8,0.936,2,0,0,0.148,5,23,0.0,0
2953,1873,1.0,99503.55,10,0.45,3,0,1,0.0,5,55,0.562,0
2954,873,0.75,14770.9,9,0.631,3,0,0,0.149,0,105,0.209,0
2955,554,1.0,26401.18,9,0.679,2,0,1,0.179,1,338,0.086,0
2956,1989,1.0,35423.98,6,0.469,3,2,0,0.241,2,252,0.555,0
2957,198,0.75,10922.86,9,0.672,1,0,0,0.297,2,12,0.392,0
2958,973,1.0,51604.5,12,0.769,1,2,0,0.241,1,91,0.68,1
2959,1025,0.75,51029.53,7,0.955,2,1,1,0.0,2,200,0.0,0
2960,956,0.5,47891.57,10,0.649,2,1,1,0.233,0,219,0.308,1
2961,1843,1.0,33770.43,8,0.77,1,1,0,0.366,1,198,0.248,0
2962,844,0.75,92234.6,14,0.451,2,0,1,0.674,5,309,0.592,0
2963,1946,0.75,26954.74,11,0.507,2,0,0,0.152,0,163,0.444,0
2964,134,1.0,86551.59,11,0.369,2,0,0,0.289,2,184,0.802,0
2965,1468,0.5,26463.91,8,0.946,3,0,0,0.262,0,197,0.824,1
2966,1186,1.0,14396.74,7,0.684,1,1,0,0.164,1,347,0.571,0
2967,481,1.0,38849.21,10,0.794,1,0,1,0.171,0,313,0.47,0
2968,456,0.75,44519.34,12,0.855,3,0,0,0.0,2,83,0.05,0
2969,1439,1.0,54769.07,10,0.912,3,1,0,0.405,0,299,0.545,0
2970,1275,0.5,4067.48,11,1.0,1,0,0,0.461,2,390,0.93,1
2971,1222,1.0,30978.84,11,0.742,2,0,0,0.19,0,273,0.726,0
2972,102,0.5,136600.15,9,0.608,3,0,1,0.418,1,84,0.262,0
2973,1196,1.0,24880.86,7,0.89,2,1,1,0.0,2,95,0.328,0
2974,1962,0.75,76214.47,6,1.0,3,2,0,0.663,1,261,0.847,0
2975,35,1.0,228646.93,13,0.642,1,1,1,0.101,0,40,0.118,0
2976,938,0.75,153241.34,17,0.591,3,1,0,0.227,2,215,0.466,0
2977,989,0.75,16510.87,7,0.239,2,0,0,0.524,2,373,0.235,0
2978,1793,1.0,71850.63,17,0.337,2,0,1,0.0,1,112,0.283,0
2979,566,1.0,74986.28,9,1.0,1,1,0,0.173,0,151,0.501,0
2980,951,1.0,64029.01,6,0.715,3,3,1,0.112,0,83,0.547,1
2981,1434,0.5,14086.35,9,0.522,1,1,0,0.429,1,357,0.279,0
2982,121,0.5,47611.37,9,0.751,1,0,1,0.058,0,33,0.618,0
2983,1602,1.0,47370.86,12,1.0,2,0,0,0.483,0,0,0.583,0
2984,1644,1.0,12265.07,5,0.751,2,1,0,0.357,1,316,0.593,0
2985,1439,1.0,32390.52,8,1.0,1,1,0,0.0,0,219,0.454,0
2986,1296,1.0,49182.37,13,0.563,2,2,1,0.504,0,65,0.775,1
2987,1495,1.0,37978.69,11,1.0,1,0,0,0.761,1,317,0.15,0
2988,1563,0.75,67351.42,9,0.638,2,0,0,0.067,1,252,0.444,0
2989,1806,1.0,31746.67,6,0.596,1,0,1,0.166,2,238,0.311,0
2990,856,1.0,44059.64,14,0.562,2,1,0,0.0,3,75,0.488,0
2991,912,0.75,79602.67,8,0.685,1,1,0,0.28,2,1,0.679,0
2992,1276,1.0,126018.78,10,0.945,3,1,0,0.567,3,221,0.075,0
2993,386,0.75,13795.79,5,0.654,1,2,0,0.125,1,326,0.401,0
2994,1712,0.75,65570.93,9,0.964,1,3,0,0.064,3,40,0.263,0
2995,1541,1.0,27788.63,8,0.607,1,0,0,0.613,1,259,0.699,0
2996,1262,0.75,55273.91,15,0.734,3,0,0,0.104,0,148,0.794,0
2997,604,1.0,12812.34,6,0.644,3,0,1,0.117,2,292,0.113,0
2998,695,0.75,93566.43,11,1.0,2,0,1,0.236,1,261,0.55,1
2999,870,0.5,20982.82,9,0.854,1,1,0,0.0,1,359,1.0,0
3000,1325,0.75,80597.53,9,0.807,3,0,0,0.084,1,324,0.454,0
3001,1556,0.75,14521.54,8,0.694,2,0,0,0.761,2,132,0.393,0
3002,1344,1.0,10340.72,9,0.633,3,0,1,0.474,0,375,0.504,0
3003,1859,0.75,34423.49,8,0.549,3,2,0,0.449,1,227,0.63,0
3004,1921,1.0,47952.36,6,1.0,3,0,0,0.452,1,348,0.751,0
3005,1410,1.0,162393.18,10,0.427,3,0,1,0.453,1,166,0.793,1
3006,742,1.0,47098.71,10,0.678,2,1,0,0.194,1,95,0.153,0
3007,1198,0.75,16470.98,8,0.927,1,0,0,0.279,6,42,0.696,0
3008,850,1.0,71767.76,9,0.415,3,0,0,0.388,5,78,0.387,0
3009,1258,1.0,104226.08,14,0.786,1,1,0,0.179,0,290,0.357,0
3010,1624,1.0,19966.51,9,0.576,2,1,1,0.627,0,103,0.335,0
3011,739,0.75,78577.88,7,0.755,3,1,0,0.0,1,363,0.587,0
3012,1012,1.0,95487.17,12,0.716,1,0,1,0.22,0,389,0.272,0
3013,92,1.0,72981.06,9,0.299,3,1,0,0.576,0,268,0.741,0
3014,1473,0.75,23817.94,7,0.878,2,0,0,0.549,0,392,0.363,0
3015,980,0.75,48330.51,6,0.552,3,2,2,0.174,1,255,0.604,1
3016,919,1.0,55223.32,12,0.64,1,0,1,0.378,1,394,0.541,0
3017,1065,0.75,91710.87,7,0.76,1,1,0,0.376,0,113,0.149,0
3018,431,0.75,25194.76,7,0.825,3,0,1,0.843,3,277,0.175,0
3019,1196,0.75,79936.73,7,0.839,3,0,0,0.1,0,63,0.567,0
3020,1490,1.0,36949.56,8,0.908,1,1,1,0.352,2,169,0.059,0
3021,700,1.0,30981.19,14,0.256,3,0,1,0.196,4,133,0.436,0
3022,263,0.75,42863.24,9,0.847,2,0,0,0.681,0,331,0.283,0
3023,774,1.0,3164.88,11,0.752,3,0,1,0.265,0,157,0.297,0
3024,397,1.0,4796.81,8,0.639,2,0,0,0.145,0,346,0.495,0
3025,748,0.75,6655.47,8,0.803,3,1,0,0.484,0,334,0.73,0
3026,1254,1.0,56997.63,11,0.934,1,1,0,0.101,1,118,0.535,0
3027,227,0.75,33870.88,10,0.575,3,0,0,0.347,2,131,0.059,1
3028,1494,0.75,23881.38,6,1.0,3,0,1,0.468,2,115,0.412,1
3029,450,1.0,40008.07,13,0.979,1,0,0,0.0,2,215,0.611,0
